secFromStart,airSpeed,altitude,pitch,roll,yaw,velocity_x,velocity_y,velocity_z,voltage
0.0,7,4,15,28,30,42,56,48,81
0.00201416015625,1,2,12,28,50,42,28,72,27
0.003988742828369141,1,10,12,24,30,42,35,48,36
0.006021976470947266,7,2,24,20,10,54,63,24,18
0.007977485656738281,3,16,24,28,50,24,21,56,45
0.009000301361083984,5,20,21,28,20,24,7,8,27
0.01003575325012207,10,8,15,36,45,24,70,32,18
0.012031316757202148,1,18,12,12,40,48,7,16,63
0.014083385467529297,6,10,30,28,35,18,70,48,81
0.016075849533081055,9,2,27,12,25,36,7,48,9
0.017951488494873047,1,16,27,8,40,36,56,80,72
0.019104719161987305,2,16,12,8,25,24,49,8,9
0.020227670669555664,7,16,12,12,15,60,21,80,36
0.022100448608398438,7,12,27,28,45,30,56,32,18
0.023221969604492188,4,12,12,20,10,30,35,32,27
0.02509331703186035,4,12,27,36,15,30,70,56,54
0.02620983123779297,5,2,24,28,45,42,7,80,72
0.02808523178100586,1,12,6,4,25,60,7,48,81
0.0292050838470459,9,2,3,28,50,42,21,24,36
0.031199932098388672,8,16,21,20,25,48,56,48,36
0.03319072723388672,9,18,12,32,10,42,49,40,81
0.03518557548522949,5,8,3,28,15,54,56,56,72
0.03718376159667969,9,16,30,12,20,36,21,48,9
0.03839755058288574,2,10,12,12,40,30,49,8,72
0.0403904914855957,9,16,3,28,15,30,7,24,9
0.04144477844238281,1,16,18,8,15,42,56,16,90
0.043443918228149414,3,8,27,20,5,42,42,56,63
0.04543709754943848,4,6,9,16,30,36,56,64,18
0.04743146896362305,7,8,15,20,20,48,28,24,27
0.049421072006225586,9,10,30,20,45,42,21,48,54
0.05142092704772949,4,14,12,32,40,12,56,32,90
0.053411245346069336,9,2,3,40,40,18,28,16,90
0.055292367935180664,6,10,15,8,35,12,21,32,18
0.05640435218811035,5,4,12,16,30,60,35,32,36
0.0583186149597168,6,6,9,4,15,42,42,8,9
0.0594022274017334,2,18,27,20,20,36,42,64,63
0.06137847900390625,1,14,15,20,45,48,7,80,45
0.06238126754760742,10,6,24,24,30,36,49,40,45
0.0643763542175293,8,14,9,4,25,18,35,80,90
0.06636929512023926,4,10,12,28,5,12,63,8,27
0.06825900077819824,10,14,27,4,25,6,70,48,9
0.0693204402923584,3,16,18,28,40,30,21,48,90
0.07136225700378418,10,12,24,32,30,18,63,24,18
0.07324934005737305,8,10,18,16,10,42,70,48,54
0.074310302734375,1,18,30,32,20,36,35,32,18
0.07634687423706055,5,14,30,24,20,12,7,48,45
0.07822942733764648,7,8,12,28,20,24,14,16,81
0.07932472229003906,8,8,18,16,25,6,56,80,36
0.08033275604248047,3,2,6,24,50,48,56,24,45
0.08232831954956055,8,10,6,4,15,42,70,16,27
0.08431863784790039,8,4,12,24,30,30,7,24,63
0.08533143997192383,4,20,24,8,15,12,28,48,81
0.08730792999267578,3,12,12,4,20,60,49,80,72
0.08921241760253906,9,10,18,4,30,12,7,64,45
0.09030008316040039,10,2,21,40,50,24,70,40,90
0.09131598472595215,4,12,6,4,5,6,21,16,9
0.09329366683959961,5,8,27,24,5,42,49,48,54
