secFromStart,airspeed,altitude,pitch,roll,yaw,velocity_x,velocity_y,velocity_z,voltage
0.0009875297546386719,3,2,6,12,25,36,56,32,54
0.01586627960205078,9,10,15,36,40,60,21,64,63
0.016880273818969727,5,14,12,8,20,60,63,40,63
0.018733501434326172,5,18,30,24,35,48,7,8,72
0.02080082893371582,1,18,9,24,15,36,35,32,63
0.022788286209106445,8,4,18,32,10,6,63,80,90
0.024858474731445312,8,6,9,20,15,6,21,48,54
0.026839494705200195,4,16,18,28,20,30,21,40,90
0.028834104537963867,5,2,15,4,35,36,42,24,18
0.0308382511138916,7,6,21,20,30,24,21,24,45
0.032758474349975586,10,2,3,20,5,42,35,32,36
0.034752845764160156,1,6,30,24,15,18,7,32,27
0.03575634956359863,2,4,21,24,5,48,42,72,54
0.0378117561340332,4,20,30,8,5,48,42,72,27
0.03980731964111328,4,6,18,8,10,12,70,32,63
0.04179954528808594,6,12,30,12,40,18,70,72,36
0.043668270111083984,9,18,21,36,20,42,42,16,72
0.044791460037231445,5,18,15,8,20,48,42,40,9
0.04678177833557129,6,4,24,24,10,54,63,64,27
0.04877114295959473,4,18,24,40,5,60,49,24,36
0.04977297782897949,9,20,27,36,40,12,21,8,18
0.050774574279785156,8,6,6,24,25,36,70,48,27
0.0527644157409668,10,20,9,20,50,60,28,40,54
0.053771257400512695,5,2,30,4,15,6,56,64,18
0.055755615234375,1,20,15,40,5,12,14,16,72
0.05675768852233887,8,4,9,20,40,60,21,48,9
0.058748483657836914,6,14,6,40,15,48,63,16,27
0.06063222885131836,7,2,9,12,40,48,49,64,45
0.061660051345825195,1,18,30,12,20,18,14,56,36
0.06363177299499512,3,16,18,16,35,24,14,80,9
0.0656745433807373,7,18,9,32,5,18,70,48,72
0.06761050224304199,3,18,24,40,5,48,14,16,36
0.06865167617797852,3,8,15,16,15,60,14,72,63
0.07065916061401367,1,8,6,40,25,54,35,24,81
0.07258892059326172,2,12,15,16,5,42,21,16,18
0.07365131378173828,8,10,27,24,25,18,21,8,9
0.07465195655822754,7,12,27,32,25,48,70,56,18
0.0766444206237793,1,8,21,28,30,30,21,32,63
0.07863736152648926,5,2,27,20,25,48,63,8,9
0.08056783676147461,2,20,21,36,30,42,42,16,9
0.08256864547729492,4,6,6,24,25,6,56,64,9
0.08455705642700195,8,4,3,24,50,12,42,48,9
0.08659744262695312,1,8,18,40,20,30,49,64,18
0.08760738372802734,9,2,18,28,35,42,56,56,72
0.08960318565368652,5,18,21,36,15,54,21,48,18
0.09159708023071289,8,20,15,28,50,6,28,80,9
0.09353399276733398,8,16,12,24,10,12,70,56,45
0.09463381767272949,9,14,9,8,45,60,14,56,36
0.09564542770385742,4,12,15,20,40,48,49,64,90
0.09756588935852051,9,10,6,16,20,60,35,80,45
0.09862995147705078,3,14,18,28,25,42,7,48,27
0.09963107109069824,8,16,30,12,10,42,70,32,90
0.10162854194641113,4,4,9,4,10,24,28,48,18
0.10362052917480469,9,20,21,28,5,18,28,32,9
0.10550951957702637,6,16,30,12,35,30,35,48,63
0.10661435127258301,3,2,6,4,30,48,70,48,27
0.10860562324523926,5,18,30,20,15,6,70,16,27
0.10960578918457031,2,8,15,40,45,24,42,32,63
0.11060810089111328,8,8,18,40,10,12,28,40,45
0.11259317398071289,10,10,21,40,15,30,35,56,63
0.1144866943359375,4,16,24,8,15,36,56,64,81
0.11654329299926758,3,6,30,40,20,42,70,32,72
0.11757755279541016,5,12,9,8,40,36,21,32,72
0.11858677864074707,1,6,18,8,15,24,21,72,9
0.11959576606750488,1,18,12,12,10,48,42,32,18
0.12157368659973145,3,18,24,20,50,6,49,48,63
0.12345433235168457,7,20,30,12,30,18,14,16,90
0.12447595596313477,1,2,27,24,35,6,21,56,81
0.12644553184509277,2,2,9,28,30,18,21,16,81
0.12757015228271484,1,8,12,12,45,42,42,24,90
0.12957167625427246,10,8,9,28,50,6,35,24,90
0.13057303428649902,3,6,9,24,35,36,70,16,18
0.13254952430725098,8,14,24,4,15,48,42,16,81
0.13363337516784668,4,8,27,36,15,12,35,64,36
0.13554906845092773,5,14,3,16,5,42,49,80,18
0.13754510879516602,9,6,30,28,30,42,7,56,90
0.13953709602355957,4,2,6,24,25,48,42,72,72
0.14152908325195312,6,2,30,8,20,42,70,32,72
0.14346647262573242,9,18,27,36,50,60,28,8,90
0.14452123641967773,9,18,30,8,25,60,21,72,90
0.14651703834533691,3,8,15,16,10,36,70,40,27
0.14850497245788574,8,6,24,16,20,54,42,8,36
0.1495075225830078,3,14,21,32,20,42,49,72,36
0.15151476860046387,10,20,18,24,45,60,63,48,36
0.15338706970214844,5,18,30,36,30,18,42,32,27
0.15547680854797363,8,8,27,20,25,60,21,8,63
0.1564788818359375,3,16,12,24,10,60,21,8,54
0.15748810768127441,6,18,9,12,15,54,56,40,90
0.15947866439819336,1,12,18,32,15,24,14,32,18
0.16048479080200195,1,12,27,16,40,48,14,64,54
0.16246867179870605,3,14,12,24,35,60,28,80,18
0.1643517017364502,9,4,18,24,30,54,28,16,18
0.16640710830688477,6,10,3,16,35,36,70,24,36
0.16744685173034668,7,10,27,8,45,48,49,48,18
0.16844940185546875,10,20,21,28,40,30,14,56,81
0.17043828964233398,10,6,6,8,40,42,14,48,90
0.17243146896362305,8,12,18,12,5,12,70,40,36
0.1734452247619629,3,18,21,4,20,42,63,16,36
0.1754310131072998,3,12,6,36,25,12,35,80,18
0.17742252349853516,9,18,3,8,35,48,70,24,18
0.1794147491455078,10,2,9,40,20,24,14,72,9
0.18131065368652344,10,12,18,40,35,48,49,24,36
0.1834256649017334,1,16,6,4,35,36,35,8,81
0.18505382537841797,7,12,3,28,30,24,21,48,81
0.1860818862915039,1,2,12,20,30,12,7,80,27
0.18807482719421387,1,6,12,24,45,36,7,56,27
0.18907666206359863,8,6,18,8,45,48,42,56,81
0.19106793403625488,9,8,6,20,50,48,63,64,45
0.19306278228759766,8,18,3,40,30,6,49,48,27
0.19505691528320312,2,10,3,20,30,12,14,80,9
0.1970527172088623,1,16,18,12,30,42,63,72,63
0.19894027709960938,4,2,24,16,30,48,63,16,45
